,x_box,y_box,width,high,onpix,x_bar,y_bar,x2bar,y2bar,xybar,x2ybr,xy2br,x_ege,xegvy,y_ege,yegvx,target
3706,1.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,19
7251,1.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0,1.0,19
3340,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,0.0,3.0,1.0,3.0,11
18840,0.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,3
7742,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,25
5214,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,3.0,2.0,0.0,2.0,0.0,2.0,5
4935,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,3
9174,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,4.0,0.0,2.0,1.0,1.0,10
10877,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,3.0,1.0,3.0,2
12552,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,16
12966,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,24
6568,3.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,4.0,2.0,1.0,0.0,3.0,0.0,1.0,19
4873,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,1
178,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,15
17850,0.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,8
5413,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,15
15492,2.0,4.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,5
18094,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,3.0,0.0,2.0,15
11537,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4
12403,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,16
9373,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,25
19529,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,9
10125,0.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,1
7991,0.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,9
7016,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,3.0,23
14529,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,17
3259,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,3
9855,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,3.0,16
5094,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0
11534,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,19
10557,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,24
799,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,9
12542,0.0,2.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,9
15120,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,15
18374,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0,5
14394,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,17
10395,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,15
1538,0.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,3.0,0.0,2.0,5
5250,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,11
2341,0.0,2.0,1.0,1.0,0.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,7
18322,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,14
4065,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,6
6150,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,12
11740,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
19447,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,7
12908,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,16
14844,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,22
9055,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,3.0,1.0,0.0,2.0,0.0,2.0,5
7885,1.0,3.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,5
9954,2.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,17
862,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2
13495,0.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,1
8677,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,10
14490,2.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,4.0,0.0,2.0,21
4165,0.0,3.0,1.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,19
5488,1.0,3.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,9
7684,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2
13256,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0,2
10955,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0,24
11659,2.0,2.0,3.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,0.0,3.0,12
398,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,25
10468,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,14
9297,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,18
385,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,0.0,3.0,1.0,2.0,2
19921,2.0,4.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,10
15182,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,3.0,5
3766,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,3.0,4
9494,0.0,3.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,4.0,0.0,3.0,0.0,2.0,0.0,2.0,9
12256,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,6
6570,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,7
17952,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,18
18296,0.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0
3636,2.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,5
5973,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,21
18915,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,14
15516,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,25
15071,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,16
12272,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,9
7061,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,14
18210,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,11
15012,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,2.0,15
15641,0.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,8
246,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,4
10182,1.0,3.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,3.0,2.0,0.0,3.0,0.0,2.0,21
7905,2.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,4.0,4.0,2.0,0.0,3.0,0.0,2.0,21
8799,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,24
8262,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,5
9881,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,25
17889,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,22
17326,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,2
1403,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
13638,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3
5497,1.0,3.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,3.0,0.0,2.0,15
11270,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,2.0,15
2589,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,18
9285,0.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,16
16051,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,10
4960,0.0,1.0,1.0,2.0,0.0,4.0,0.0,3.0,1.0,4.0,2.0,4.0,0.0,2.0,0.0,2.0,9
18638,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0,2
9593,0.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0
12656,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,5
8271,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,20
12588,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,25
10677,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,1
13695,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0,24
10127,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,10
14837,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,18
11228,2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,24
9892,2.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,21
6033,2.0,3.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0,24
8086,3.0,4.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,1.0,22
13848,2.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,3.0,8
10822,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,10
136,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,18
4536,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,24
15871,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4
8783,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,12
18806,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,19
8426,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,14
4508,0.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0
16720,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,17
4761,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,3
3791,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,2.0,4.0,0.0,2.0,22
17160,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,23
10648,0.0,2.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,4.0,2.0,4.0,0.0,2.0,0.0,2.0,9
14901,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,22
14747,2.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,15
894,1.0,3.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,12
8567,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,18
14925,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,17
2935,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,24
8422,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,22
16201,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,7
7904,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,3.0,2.0,3.0,1
6145,2.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,0.0,3.0,13
17627,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,24
15143,0.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0
5344,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,14
10486,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,12
17830,0.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,25
7112,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,25
3011,0.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,5
1136,1.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,0.0,2.0,22
19356,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,23
14146,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,8
18271,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,14
8290,1.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,25
19130,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2
4292,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,16
2440,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,0.0,3.0,0.0,2.0,2
248,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,2.0,2.0,2.0,4
14048,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,2.0,21
387,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,13
18557,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,4
5115,0.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,2.0,0.0,3.0,0.0,2.0,24
11543,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,0.0,3.0,1.0,3.0,2
19760,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,15
11372,0.0,1.0,1.0,2.0,0.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,20
15893,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0
9049,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,19
5572,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,11
18953,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,4.0,2.0,2.0,0.0,2.0,1.0,2.0,25
7727,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,16
14718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,11
12263,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,22
18633,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,3.0,1.0,3.0,6
13592,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,0.0,3.0,1.0,2.0,2
17106,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,1.0,3.0,2
5875,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,13
5994,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,22
18112,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0
7578,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,20
8148,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,14
17393,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,3.0,0.0,3.0,0.0,2.0,24
13738,1.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,18
13579,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,14
6383,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,2.0,12
1736,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,1.0,3.0,2
9325,1.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,23
15483,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,3.0,17
3821,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
9522,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1
11551,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
18323,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,4.0,3.0,0.0,3.0,0.0,2.0,21
3571,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1
17272,1.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,3.0,15
16044,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,0.0,2.0,2.0,4.0,16
17018,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,12
14027,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,15
10637,0.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,3.0,10
3502,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,11
10309,1.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,3.0,2.0,0.0,2.0,0.0,1.0,5
1350,0.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,8
7890,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,10
9142,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,25
2636,0.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,2.0,3.0,4.0,0.0,3.0,1.0,2.0,16
1358,2.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,2.0,15
19032,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,3.0,3.0,18
3048,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
4149,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3
12175,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,25
