,parents,has_nurs,form,children,housing,finance,social,health,target
5083,1,3,2,2,0,0,1,1,1
11134,0,1,2,2,0,1,0,1,3
10713,0,1,1,2,2,0,2,2,3
378,2,3,1,3,0,0,0,2,4
5891,1,2,2,1,0,0,2,0,0
3003,2,0,1,3,2,1,1,2,3
1502,2,2,3,3,1,0,1,0,0
8457,1,4,2,0,2,1,1,2,3
7063,1,0,0,2,1,0,1,1,3
10275,0,2,2,2,0,1,1,2,3
11520,0,0,1,1,2,0,0,2,1
6003,1,2,2,3,0,1,0,2,1
2167,2,1,3,0,0,0,1,1,1
1950,2,1,1,0,0,0,1,2,1
7268,1,0,1,2,2,1,2,0,0
5214,1,2,0,0,2,1,2,2,4
3043,2,0,3,0,2,0,0,1,1
12733,0,4,3,3,1,0,1,1,3
5785,1,2,3,3,0,0,1,1,1
2810,2,0,1,0,0,0,0,0,0
5789,1,2,3,3,0,1,0,0,0
851,2,3,2,3,1,0,2,0,0
7465,1,0,3,2,0,1,2,1,3
673,2,3,2,0,2,0,1,1,1
939,2,2,0,1,2,0,2,2,4
11418,0,0,0,3,2,0,1,2,3
4100,2,4,3,3,1,1,2,0,0
6072,1,1,0,0,2,0,1,2,1
11835,0,0,3,3,0,1,0,2,3
12147,0,4,0,0,1,1,1,2,3
5143,1,3,2,3,0,1,2,1,1
7674,1,0,2,2,0,0,1,2,3
4887,1,3,3,2,2,1,0,2,1
5183,1,3,2,3,1,1,1,0,0
6167,1,1,0,2,0,1,0,0,0
8663,0,3,0,0,2,0,2,0,0
6729,1,1,2,0,2,1,1,2,3
213,2,3,0,3,1,1,1,2,1
1086,2,2,1,0,0,0,1,2,1
773,2,3,2,2,0,1,1,0,0
12739,0,4,3,3,1,1,2,1,3
3677,2,4,1,0,0,0,2,0,0
4638,1,3,1,1,1,1,2,2,1
11696,0,0,3,0,2,1,2,0,0
12841,0,4,2,1,1,0,1,1,3
3767,2,4,1,1,1,0,2,0,0
4226,2,4,2,2,0,1,2,0,0
8961,0,3,1,1,1,1,1,2,3
11270,0,0,0,0,1,0,0,0,0
6102,1,1,0,1,0,0,0,2,1
1035,2,2,0,3,0,1,0,2,1
3058,2,0,3,0,2,1,1,1,1
8803,0,3,0,3,0,0,0,1,1
3297,2,0,2,1,0,0,2,2,1
9855,0,2,1,2,2,1,0,2,1
5412,1,2,1,0,0,1,2,2,4
12760,0,4,2,0,0,1,1,1,3
11000,0,1,3,3,1,0,0,0,0
4106,2,4,2,0,0,0,0,0,0
3695,2,4,1,0,2,0,2,0,0
11533,0,0,1,1,2,1,2,1,3
3097,2,0,3,1,2,0,0,1,3
2753,2,0,0,2,1,1,1,0,0
997,2,2,0,2,2,0,1,1,1
2464,2,1,2,1,2,1,1,1,1
9834,0,2,1,2,0,0,1,2,1
4168,2,4,2,1,0,1,0,1,3
2624,2,0,0,0,2,1,2,0,0
3471,2,4,0,0,0,1,1,2,3
415,2,3,1,3,1,0,0,1,1
2163,2,1,3,0,0,0,2,2,4
9549,0,2,0,0,1,1,0,2,1
974,2,2,0,2,0,0,0,0,0
12209,0,4,0,2,0,0,2,0,0
2199,2,1,3,0,1,0,2,2,1
8533,1,4,2,2,0,0,0,1,3
1381,2,2,3,1,2,1,2,1,1
2872,2,0,1,1,0,1,0,1,1
6738,1,1,2,0,1,0,1,2,3
9584,0,2,0,1,2,0,1,0,0
7128,1,0,1,0,0,0,0,2,1
7153,1,0,1,0,2,0,1,1,3
9934,0,2,1,3,1,1,1,1,3
4807,1,3,3,1,0,0,0,1,1
12173,0,4,0,1,2,0,2,0,0
3556,2,4,0,1,1,1,0,1,3
1842,2,1,0,2,0,0,1,2,1
11911,0,0,2,0,2,1,2,1,3
3302,2,0,2,1,0,0,1,0,0
10063,0,2,3,2,2,0,0,1,3
1129,2,2,1,0,1,1,2,1,1
2425,2,1,2,0,1,1,2,1,1
8370,1,4,3,3,0,0,0,2,1
1583,2,2,2,1,0,1,1,0,0
11464,0,0,1,0,0,1,1,1,3
3148,2,0,3,2,0,1,1,1,3
549,2,3,3,2,0,1,0,2,1
1255,2,2,1,3,0,1,2,1,1
4264,2,4,2,2,1,1,1,1,3
2095,2,1,1,2,1,0,1,1,1
9724,0,2,1,0,0,0,2,1,1
6210,1,1,0,3,0,0,0,2,1
8594,1,4,2,3,0,0,1,0,0
8493,1,4,2,1,0,1,1,2,3
9434,0,3,2,2,1,0,0,0,0
11796,0,0,3,2,2,0,1,2,3
4640,1,3,1,1,1,1,2,0,0
3664,2,4,0,3,1,1,0,1,3
6039,1,2,2,3,1,1,0,2,1
2752,2,0,0,2,1,1,1,1,3
6894,1,1,2,3,1,0,0,2,1
4913,1,3,3,2,1,1,1,0,0
6127,1,1,0,1,2,0,1,1,1
10705,0,1,1,2,0,1,2,1,3
6521,1,1,3,0,1,0,2,0,0
1054,2,2,0,3,2,1,0,1,1
8943,0,3,1,1,2,1,1,2,1
10485,0,1,0,2,0,1,0,2,3
5770,1,2,3,2,1,1,0,1,1
5379,1,2,0,3,2,1,1,2,1
167,2,3,0,3,0,0,2,0,0
2018,2,1,1,1,2,0,0,0,0
7925,1,4,0,2,1,0,2,0,0
2006,2,1,1,1,0,0,1,0,0
2686,2,0,0,1,1,0,2,1,3
5584,1,2,1,3,2,0,2,1,1
85,2,3,0,1,2,1,2,1,1
11858,0,0,3,3,2,1,2,0,0
7604,1,0,2,0,1,0,1,0,0
10273,0,2,2,2,0,1,2,1,3
7655,1,0,2,1,1,0,2,0,0
6755,1,1,2,1,0,0,2,0,0
4440,1,3,0,2,0,1,2,2,1
3930,2,4,3,0,1,0,1,2,3
6338,1,1,1,1,2,0,0,0,0
5979,1,2,2,2,1,0,2,2,1
8824,0,3,0,3,2,0,2,1,3
9583,0,2,0,1,2,0,1,1,1
12267,0,4,0,3,0,1,0,2,3
3953,2,4,3,1,0,1,0,0,0
7796,1,4,0,0,2,0,0,0,0
3627,2,4,0,3,0,1,0,2,3
6962,1,0,0,0,1,1,2,0,0
1373,2,2,3,1,2,0,2,0,0
12042,0,0,2,3,0,0,0,2,1
10977,0,1,3,3,0,1,1,2,3
4426,1,3,0,1,1,1,1,1,1
12569,0,4,3,0,1,0,2,0,0
10838,0,1,3,0,1,0,0,0,0
5622,1,2,3,0,0,0,1,2,1
7848,1,4,0,1,2,0,0,2,1
168,2,3,0,3,0,0,1,2,1
4738,1,3,1,3,1,0,2,1,1
9184,0,3,3,2,0,0,2,1,1
5786,1,2,3,3,0,0,1,0,0
11645,0,0,1,3,2,1,1,0,0
9241,0,3,3,3,0,0,1,1,1
6816,1,1,2,2,0,1,2,2,1
3545,2,4,0,1,2,1,1,0,0
1350,2,2,3,1,0,0,0,2,4
9137,0,3,3,1,0,1,0,0,0
6011,1,2,2,3,0,1,1,0,0
849,2,3,2,3,1,0,2,2,1
7159,1,0,1,0,2,1,2,1,3
11334,0,0,0,1,1,1,2,2,3
4048,2,4,3,2,1,1,1,1,3
7433,1,0,3,1,2,1,1,0,0
5551,1,2,1,2,1,0,1,1,1
9090,0,3,3,0,2,0,0,2,1
2469,2,1,2,1,1,0,2,2,1
7539,1,0,3,3,2,1,1,2,3
2727,2,0,0,2,2,1,0,2,1
11678,0,0,3,0,0,1,2,0,0
311,2,3,1,1,1,0,2,0,0
8017,1,4,1,0,2,0,1,1,3
6849,1,1,2,2,1,1,0,2,1
11928,0,0,2,0,1,1,2,2,3
6780,1,1,2,1,2,1,2,2,1
3466,2,4,0,0,0,1,0,1,3
9076,0,3,3,0,0,0,2,1,1
8164,1,4,1,3,0,1,0,1,3
3588,2,4,0,2,2,0,1,2,3
7510,1,0,3,3,0,0,2,1,3
3579,2,4,0,2,0,1,1,2,3
11391,0,0,0,2,1,1,1,2,3
10862,0,1,3,1,0,0,1,0,0
5506,1,2,1,1,1,1,1,1,1
5383,1,2,0,3,1,0,0,1,1
2634,2,0,0,0,1,0,1,2,1
2216,2,1,3,1,0,0,0,0,0
5807,1,2,3,3,2,1,0,0,0
12676,0,4,3,2,1,0,2,1,3
9553,0,2,0,0,1,1,2,1,1
4098,2,4,3,3,1,1,2,2,3
164,2,3,0,3,0,0,0,0,0
6377,1,1,1,2,0,0,2,0,0
11700,0,0,3,0,1,0,0,2,3
8728,0,3,0,1,2,1,1,1,1
6306,1,1,1,0,1,0,1,2,3
9700,0,2,0,3,2,1,1,1,3
6909,1,1,2,3,1,1,1,2,3
9099,0,3,3,0,2,1,0,2,1
9474,0,3,2,3,2,0,1,2,3
4788,1,3,3,0,1,0,0,2,1
6367,1,1,1,1,1,1,2,1,3
6326,1,1,1,1,0,0,1,0,0
3121,2,0,3,1,1,0,1,1,3
8115,1,4,1,2,0,1,1,2,3
10405,0,1,0,0,1,0,0,1,3
1377,2,2,3,1,2,1,0,2,1
12221,0,4,0,2,0,1,1,0,0
10915,0,1,3,2,0,0,1,1,3
1103,2,2,1,0,2,0,2,0,0
2542,2,1,2,3,0,0,2,1,1
8138,1,4,1,2,1,0,0,0,0
5353,1,2,0,3,0,0,1,1,1
4855,1,3,3,1,1,1,2,1,1
5514,1,2,1,2,0,0,1,2,1
12338,0,4,1,0,2,0,1,0,0
8004,1,4,1,0,0,1,2,2,1
1604,2,2,2,1,1,0,0,0,0
5775,1,2,3,2,1,1,1,2,1
3620,2,4,0,3,0,0,0,0,0
3409,2,0,2,3,0,0,1,1,1
3539,2,4,0,1,2,1,0,0,0
1843,2,1,0,2,0,0,1,1,1
7687,1,0,2,2,2,0,0,1,3
1895,2,1,0,3,0,0,2,0,0
9033,0,3,1,3,0,1,1,2,3
5654,1,2,3,0,1,0,0,0,0
334,2,3,1,2,0,1,0,1,1
8906,0,3,1,0,1,1,2,0,0
609,2,3,3,3,0,1,1,2,1
6126,1,1,0,1,2,0,1,2,1
2631,2,0,0,0,1,0,2,2,1
3134,2,0,3,2,0,0,0,0,0
232,2,3,1,0,0,1,1,1,1
5179,1,3,2,3,1,1,2,1,1
1852,2,1,0,2,0,1,1,1,1
1403,2,2,3,1,1,1,1,0,0
10234,0,2,2,1,2,1,0,1,3
7631,1,0,2,1,0,1,1,0,0
10721,0,1,1,2,2,1,0,0,0
11902,0,0,2,0,2,0,2,1,3
7404,1,0,3,1,0,0,1,2,3
2518,2,1,2,2,2,1,1,1,1
831,2,3,2,3,2,0,2,2,1
2620,2,0,0,0,2,1,0,1,1
339,2,3,1,2,0,1,1,2,1
11994,0,0,2,2,0,0,1,2,3
10478,0,1,0,2,0,0,0,0,0
7992,1,4,1,0,0,0,0,2,1
1586,2,2,2,1,2,0,0,0,0
10326,0,2,2,3,0,1,2,2,1
5225,1,2,0,0,1,0,2,0,0
2746,2,0,0,2,1,1,0,1,3
1815,2,1,0,1,2,1,1,2,1
3304,2,0,2,1,0,1,0,1,3
8373,1,4,3,3,0,0,2,2,1
6213,1,1,0,3,0,0,2,2,1
11023,0,1,2,0,0,0,1,1,3
2031,2,1,1,1,2,1,1,2,1
3760,2,4,1,1,2,1,1,1,3
4050,2,4,3,3,0,0,0,2,1
2302,2,1,3,2,2,1,1,1,1
12113,0,4,0,0,0,1,1,0,0
11367,0,0,0,2,2,1,0,2,3
4118,2,4,2,0,0,1,2,0,0
2763,2,0,0,3,0,1,0,2,1
3308,2,0,2,1,0,1,2,0,0
2597,2,0,0,0,0,0,2,0,0
11957,0,0,2,1,2,0,2,0,0
9377,0,3,2,1,2,1,1,0,0
4944,1,3,3,3,2,1,2,2,1
9708,0,2,0,3,1,0,1,2,3
6362,1,1,1,1,1,0,1,0,0
3440,2,0,2,3,1,0,0,0,0
3155,2,0,3,2,2,0,2,0,0
9200,0,3,3,2,2,0,0,0,0
8669,0,3,0,0,2,1,0,0,0
6614,1,1,3,2,2,0,1,0,0
11582,0,0,1,2,2,0,1,0,0
535,2,3,3,1,1,1,2,1,1
695,2,3,2,0,1,1,0,0,0
1571,2,2,2,1,0,0,2,0,0
3350,2,0,2,2,0,0,0,0,0
1690,2,2,2,3,0,1,1,1,1
4976,1,3,2,0,0,0,1,0,0
8066,1,4,1,1,2,0,0,0,0
5931,1,2,2,1,1,1,0,2,1
3784,2,4,1,2,0,0,2,1,3
656,2,3,2,0,0,0,1,0,0
11003,0,1,3,3,1,0,2,0,0
5896,1,2,2,1,0,1,0,1,1
11106,0,1,2,1,1,0,0,2,3
2301,2,1,3,2,2,1,1,2,1
8500,1,4,2,1,2,0,2,1,3
12429,0,4,1,2,0,1,0,2,3
6344,1,1,1,1,2,0,1,0,0
11057,0,1,2,0,1,0,2,0,0
6922,1,0,0,0,0,1,0,1,3
4470,1,3,0,2,1,0,1,2,1
2268,2,1,3,2,0,0,0,2,4
10807,0,1,3,0,0,0,1,1,3
12791,0,4,2,0,1,1,0,0,0
3009,2,0,1,3,1,0,2,2,1
7377,1,0,3,0,2,1,1,2,3
2831,2,0,1,0,2,0,2,0,0
5062,1,3,2,1,1,0,2,1,1
12604,0,4,3,1,2,0,2,1,3
7987,1,4,0,3,1,1,2,1,3
11298,0,0,0,1,0,1,2,2,1
10882,0,1,3,1,2,1,0,1,3
8949,0,3,1,1,1,0,2,2,1
2256,2,1,3,1,1,0,1,2,1
6757,1,1,2,1,0,0,1,1,1
11753,0,0,3,1,2,1,1,0,0
12663,0,4,3,2,2,1,0,2,3
2706,2,0,0,2,0,0,1,2,1
9533,0,2,0,0,2,1,0,0,0
9892,0,2,1,3,0,1,0,1,3
2993,2,0,1,3,2,0,2,0,0
4814,1,3,3,1,0,0,1,0,0
2286,2,1,3,2,2,0,0,2,1
7101,1,0,0,3,2,1,0,2,3
9665,0,2,0,2,1,1,1,0,0
10169,0,2,2,0,0,1,1,0,0
1671,2,2,2,2,1,1,1,2,1
8653,0,3,0,0,0,1,2,1,1
4859,1,3,3,1,1,1,1,0,0
3511,2,4,0,1,0,0,0,1,3
5102,1,3,2,2,2,0,1,0,0
10327,0,2,2,3,0,1,2,1,3
5320,1,2,0,2,2,1,0,1,1
11179,0,1,2,3,0,0,0,1,3
5539,1,2,1,2,2,1,2,1,1
9118,0,3,3,0,1,1,0,1,3
4655,1,3,1,2,0,1,0,0,0
860,2,3,2,3,1,1,2,0,0
3147,2,0,3,2,0,1,1,2,3
413,2,3,1,3,2,1,1,0,0
5864,1,2,2,0,2,1,2,0,0
1183,2,2,1,1,1,1,2,1,1
2537,2,1,2,2,1,1,1,0,0
5272,1,2,0,1,2,1,1,1,1
5087,1,3,2,2,0,1,0,0,0
306,2,3,1,1,1,0,0,2,1
6507,1,1,3,0,2,1,0,2,1
5274,1,2,0,1,1,0,0,2,1
1531,2,2,2,0,2,0,0,1,1
6391,1,1,1,2,2,0,0,1,3
868,2,2,0,0,0,0,2,1,1
11559,0,0,1,2,0,0,2,2,1
821,2,3,2,3,0,1,0,0,0
9133,0,3,3,1,0,0,1,1,1
12098,0,4,0,0,0,0,0,0,0
3516,2,4,0,1,0,0,1,2,3
8761,0,3,0,2,0,1,2,1,3
3927,2,4,3,0,1,0,2,2,3
2527,2,1,2,2,1,0,1,1,1
526,2,3,3,1,1,0,2,1,1
56,2,3,0,1,0,0,0,0,0
3792,2,4,1,2,0,1,2,2,3
10936,0,1,3,2,2,1,0,1,3
1917,2,1,0,3,2,1,0,2,1
233,2,3,1,0,0,1,1,0,0
4629,1,3,1,1,1,0,2,2,1
12146,0,4,0,0,1,1,2,0,0
6036,1,2,2,3,1,0,1,2,1
9277,0,3,3,3,1,0,1,1,3
8955,0,3,1,1,1,1,0,2,1
7437,1,0,3,1,1,0,2,2,3
5520,1,2,1,2,0,1,2,2,1
7812,1,4,0,0,1,0,0,2,1
7861,1,4,0,1,2,1,2,1,3
10823,0,1,3,0,2,0,2,0,0
8995,0,3,1,2,2,1,2,1,3
3371,2,0,2,2,2,0,2,0,0
5838,1,2,2,0,0,0,1,2,1
9586,0,2,0,1,2,1,0,1,1
7343,1,0,1,3,1,1,1,0,0
2678,2,0,0,1,2,1,2,0,0
7541,1,0,3,3,2,1,1,0,0
7194,1,0,1,1,0,1,2,2,1
6773,1,1,2,1,2,0,2,0,0
4312,2,4,2,3,1,1,0,1,3
9145,0,3,3,1,2,0,0,1,3
8719,0,3,0,1,2,0,1,1,1
10609,0,1,1,0,2,0,1,1,3
533,2,3,3,1,1,1,0,0,0
4843,1,3,3,1,1,0,0,1,1
2867,2,0,1,1,0,0,2,0,0
7701,1,0,2,2,2,1,1,2,3
10002,0,2,3,1,0,1,2,2,1
1639,2,2,2,2,2,0,0,1,1
9740,0,2,1,0,2,0,0,0,0
4873,1,3,3,2,0,1,2,1,1
5164,1,3,2,3,2,1,1,1,1
192,2,3,0,3,2,1,2,2,1
6872,1,1,2,3,0,1,2,0,0
1562,2,2,2,0,1,1,2,0,0
6417,1,1,1,2,1,1,0,2,1
10335,0,2,2,3,2,0,2,2,1
8187,1,4,1,3,2,1,1,2,3
7460,1,0,3,2,0,0,1,0,0
3074,2,0,3,0,1,1,2,0,0
5812,1,2,3,3,2,1,1,1,1
10408,0,1,0,0,1,0,2,1,3
507,2,3,3,1,2,0,2,2,1
565,2,3,3,2,2,0,1,1,1
5871,1,2,2,0,1,0,2,2,1
2436,2,1,2,1,0,0,1,2,1
375,2,3,1,2,1,1,1,2,1
10144,0,2,3,3,1,1,0,1,3
1216,2,2,1,2,2,1,0,1,1
5189,1,2,0,0,0,0,2,0,0
12359,0,4,1,0,1,1,0,0,0
12636,0,4,3,2,0,0,0,2,1
4157,2,4,2,0,1,1,1,0,0
395,2,3,1,3,0,1,1,0,0
4735,1,3,1,3,1,0,0,1,1
5409,1,2,1,0,0,1,0,2,4
1825,2,1,0,1,1,0,1,1,1
11254,0,0,0,0,2,0,2,1,3
9782,0,2,1,1,0,0,1,0,0
8058,1,4,1,1,0,1,2,2,1
12137,0,4,0,0,1,0,2,0,0
11412,0,0,0,3,2,0,0,2,3
1697,2,2,2,3,2,0,2,0,0
1675,2,2,2,3,0,0,0,1,1
9014,0,3,1,2,1,1,2,0,0
5025,1,3,2,1,0,0,2,2,4
3313,2,0,2,1,2,0,0,1,3
7173,1,0,1,0,1,1,0,2,3
7956,1,4,0,3,2,0,0,2,3
10644,0,1,1,1,0,0,1,2,3
1098,2,2,1,0,2,0,0,2,4
892,2,2,0,0,2,1,0,1,1
5500,1,2,1,1,1,1,0,1,1
2780,2,0,0,3,2,0,1,0,0
5186,1,2,0,0,0,0,0,0,0
1755,2,1,0,0,2,1,0,2,4
7150,1,0,1,0,2,0,2,1,3
5390,1,2,0,3,1,0,1,0,0
4031,2,4,3,2,2,1,1,0,0
12166,0,4,0,1,0,1,1,1,3
11019,0,1,2,0,0,0,2,2,1
8642,0,3,0,0,0,0,0,0,0
11839,0,0,3,3,0,1,2,1,3
8332,1,4,3,2,0,1,1,1,3
10287,0,2,2,2,2,1,0,2,1
7203,1,0,1,1,2,0,2,2,1
3646,2,4,0,3,2,1,0,1,3
10525,0,1,0,2,1,1,2,1,3
6960,1,0,0,0,1,1,2,2,1
3495,2,4,0,0,1,0,2,2,1
11109,0,1,2,1,1,0,2,2,3
11885,0,0,2,0,0,0,2,0,0
6572,1,1,3,1,1,0,0,0,0
991,2,2,0,2,2,0,0,1,1
11851,0,0,3,3,2,0,1,1,3
11041,0,1,2,0,2,0,1,1,3
9903,0,2,1,3,2,0,2,2,1
5632,1,2,3,0,0,1,1,1,1
10716,0,1,1,2,2,0,1,2,3
3887,2,4,1,3,1,1,1,0,0
2617,2,0,0,0,2,0,1,1,1
10961,0,1,3,2,1,1,1,0,0
1156,2,2,1,1,2,0,2,1,1
12187,0,4,0,1,1,0,0,1,3
6068,1,1,0,0,2,0,0,0,0
1701,2,2,2,3,2,1,0,2,1
9283,0,3,3,3,1,1,2,1,3
5125,1,3,2,2,1,1,2,1,1
74,2,3,0,1,2,0,0,0,0
7250,1,0,1,2,0,1,2,0,0
5504,1,2,1,1,1,1,2,0,0
4556,1,3,1,0,2,0,0,0,0
11332,0,0,0,1,1,1,0,1,3
9389,0,3,2,1,1,1,0,0,0
904,2,2,0,0,1,0,2,1,1
9042,0,3,1,3,2,0,1,2,3
12958,0,4,2,3,1,1,1,1,3
11320,0,0,0,1,2,1,1,1,3
2609,2,0,0,0,0,1,1,0,0
3073,2,0,3,0,1,1,2,1,3
5308,1,2,0,2,0,1,1,1,1
6860,1,1,2,3,0,0,0,0,0
12287,0,4,0,3,2,1,0,0,0
8478,1,4,2,1,0,0,0,2,1
8331,1,4,3,2,0,1,1,2,3
3279,2,0,2,0,1,0,2,2,1
1607,2,2,2,1,1,0,2,0,0
7908,1,4,0,2,2,0,1,2,3
5283,1,2,0,1,1,1,0,2,1
1211,2,2,1,2,2,0,2,0,0
2431,2,1,2,1,0,0,0,1,1
11087,0,1,2,1,0,1,1,0,0
4427,1,3,0,1,1,1,1,0,0
10286,0,2,2,2,2,0,1,0,0
7691,1,0,2,2,2,0,2,0,0
6160,1,1,0,2,0,0,2,1,1
5257,1,2,0,1,2,0,0,1,1
9258,0,3,3,3,2,0,1,2,3
5444,1,2,1,0,1,0,1,0,0
12284,0,4,0,3,2,0,1,0,0
10034,0,2,3,1,1,0,1,0,0
4861,1,3,3,2,0,0,0,1,1
6323,1,1,1,1,0,0,2,0,0
4311,2,4,2,3,1,1,0,2,3
12096,0,4,0,0,0,0,0,2,1
2705,2,0,0,2,0,0,2,0,0
4874,1,3,3,2,0,1,2,0,0
8078,1,4,1,1,2,1,2,0,0
10831,0,1,3,0,2,1,2,1,3
5956,1,2,2,2,0,1,1,1,1
1461,2,2,3,3,0,0,2,2,4
6220,1,1,0,3,0,1,0,1,3
864,2,2,0,0,0,0,0,2,4
10550,0,1,0,3,2,0,0,0,0
4723,1,3,1,3,2,0,1,1,1
3247,2,0,2,0,0,0,1,1,1
7637,1,0,2,1,2,0,2,0,0
4759,1,3,3,0,0,0,1,1,1
1610,2,2,2,1,1,0,1,0,0
10562,0,1,0,3,2,1,2,0,0
9841,0,2,1,2,0,1,2,1,3
2113,2,1,1,3,0,0,1,1,1
2945,2,0,1,2,2,1,0,0,0
153,2,3,0,2,1,1,0,2,1
320,2,3,1,1,1,1,2,0,0
1125,2,2,1,0,1,1,0,2,1
8055,1,4,1,1,0,1,0,2,1
645,2,3,3,3,1,1,1,2,1
7844,1,4,0,1,0,1,2,0,0
2638,2,0,0,0,1,1,0,1,1
3401,2,0,2,2,1,1,1,0,0
6517,1,1,3,0,1,0,0,1,3
3709,2,4,1,0,1,0,0,1,3
6888,1,1,2,3,2,1,2,2,1
9613,0,2,0,2,0,0,0,1,1
12515,0,4,1,3,1,0,2,0,0
2082,2,1,1,2,2,1,2,2,1
9535,0,2,0,0,2,1,2,1,1
810,2,3,2,3,0,0,0,2,4
9,2,3,0,0,0,1,0,2,4
4124,2,4,2,0,2,0,0,0,0
10526,0,1,0,2,1,1,2,0,0
10551,0,1,0,3,2,0,2,2,3
3448,2,0,2,3,1,1,0,1,3
1774,2,1,0,0,1,1,0,1,1
9739,0,2,1,0,2,0,0,1,1
12724,0,4,3,3,2,1,1,1,3
11780,0,0,3,2,0,0,1,0,0
2808,2,0,1,0,0,0,0,2,1
8219,1,4,3,0,0,1,0,0,0
7360,1,0,3,0,0,1,1,1,3
6001,1,2,2,3,0,0,1,1,1
8969,0,3,1,2,0,0,2,0,0
7579,1,0,2,0,2,0,0,1,3
7952,1,4,0,3,0,1,2,0,0
9933,0,2,1,3,1,1,1,2,3
8355,1,4,3,2,1,0,2,2,3
678,2,3,2,0,2,1,2,2,1
10859,0,1,3,1,0,0,2,0,0
10784,0,1,1,3,1,0,0,0,0
3931,2,4,3,0,1,0,1,1,3
2651,2,0,0,1,0,0,2,0,0
4504,1,3,0,3,2,0,2,1,1
10195,0,2,2,0,1,0,1,1,3
8775,0,3,0,2,2,1,0,2,1
2614,2,0,0,0,2,0,2,1,1
12635,0,4,3,1,1,1,1,0,0
952,2,2,0,1,2,1,1,1,1
5547,1,2,1,2,1,0,2,2,1
4707,1,3,1,3,0,1,0,2,1
4997,1,3,2,0,2,1,0,0,0
3187,2,0,3,3,0,0,0,1,1
5637,1,2,3,0,2,0,2,2,4
10668,0,1,1,1,2,1,2,2,1
12468,0,4,1,2,1,1,2,2,3
9119,0,3,3,0,1,1,0,0,0
7950,1,4,0,3,0,1,2,2,3
10717,0,1,1,2,2,0,1,1,3
6981,1,0,0,1,0,1,1,2,3
7060,1,0,0,2,1,0,2,1,3
7088,1,0,0,3,0,1,2,0,0
5419,1,2,1,0,2,0,0,1,1
5116,1,3,2,2,1,0,2,1,1
12158,0,4,0,1,0,0,1,0,0
1649,2,2,2,2,2,1,0,0,0
576,2,3,3,2,1,0,0,2,1
12091,0,0,2,3,1,1,2,1,3
12048,0,0,2,3,0,0,1,2,3
7470,1,0,3,2,2,0,0,2,3
11044,0,1,2,0,2,1,0,1,3
10877,0,1,3,1,2,0,2,0,0
9471,0,3,2,3,2,0,2,2,1
3040,2,0,3,0,0,1,1,1,1
3171,2,0,3,2,1,0,2,2,1
7505,1,0,3,2,1,1,1,0,0
1497,2,2,3,3,1,0,2,2,1
6471,1,1,1,3,1,1,0,2,1
1219,2,2,1,2,2,1,2,1,1
4394,1,3,0,1,2,0,0,0,0
8717,0,3,0,1,2,0,2,0,0
1817,2,1,0,1,2,1,1,0,0
11656,0,0,1,3,1,1,0,1,3
2100,2,1,1,2,1,1,2,2,1
7582,1,0,2,0,2,0,2,1,3
3393,2,0,2,2,1,1,0,2,1
4329,1,3,0,0,0,1,0,2,4
3096,2,0,3,1,2,0,0,2,1
7569,1,0,2,0,0,1,0,2,3
8589,1,4,2,3,0,0,2,2,1
5132,1,3,2,3,0,0,0,0,0
8923,0,3,1,1,0,1,2,1,1
9208,0,3,3,2,2,1,0,1,3
240,2,3,1,0,2,0,1,2,1
38,2,3,0,0,1,0,0,0,0
3835,2,4,1,3,0,0,0,1,3
11314,0,0,0,1,2,1,0,1,3
1297,2,2,3,0,0,0,0,1,1
11040,0,1,2,0,2,0,1,2,3
1747,2,1,0,0,2,0,0,1,1
3714,2,4,1,0,1,0,1,2,3
159,2,3,0,2,1,1,1,2,1
7185,1,0,1,1,0,0,2,2,1
1565,2,2,2,0,1,1,1,0,0
5651,1,2,3,0,2,1,1,0,0
8341,1,4,3,2,2,0,1,1,3
3687,2,4,1,0,0,1,1,2,3
3023,2,0,1,3,1,1,1,0,0
12542,0,4,3,0,0,1,2,0,0
5540,1,2,1,2,2,1,2,0,0
12164,0,4,0,1,0,1,2,0,0
8573,1,4,2,2,1,0,2,0,0
7919,1,4,0,2,2,1,1,0,0
8786,0,3,0,2,1,0,0,0,0
1323,2,2,3,0,2,1,0,2,4
1291,2,2,1,3,1,1,2,1,1
5439,1,2,1,0,1,0,2,2,1
7607,1,0,2,0,1,1,0,0,0
7193,1,0,1,1,0,1,0,0,0
9647,0,2,0,2,2,1,1,0,0
472,2,3,3,0,1,0,2,1,1
2994,2,0,1,3,2,0,1,2,3
808,2,3,2,2,1,1,1,1,1
7317,1,0,1,3,2,1,0,2,3
3652,2,4,0,3,2,1,1,1,3
12731,0,4,3,3,1,0,2,0,0
8482,1,4,2,1,0,0,2,1,3
1159,2,2,1,1,2,0,1,1,1
7887,1,4,0,2,0,0,2,2,1
947,2,2,0,1,2,1,0,0,0
9867,0,2,1,2,1,0,2,2,1
11979,0,0,2,1,1,1,0,2,3
5067,1,3,2,1,1,1,0,2,1
6626,1,1,3,2,1,0,0,0,0
5873,1,2,2,0,1,0,2,0,0
8387,1,4,3,3,0,1,1,0,0
9223,0,3,3,2,1,0,1,1,3
7546,1,0,3,3,1,0,2,1,3
7589,1,0,2,0,2,1,0,0,0
6808,1,1,2,2,0,0,2,1,1
5592,1,2,1,3,2,1,2,2,1
12107,0,4,0,0,0,1,0,0,0
5824,1,2,3,3,1,1,0,1,1
