,fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,target
4881,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0
13554,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,1
7364,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
9460,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0
5071,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0
9909,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,0
15525,0.0,0.0,0.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,1
13083,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1
16032,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1
5163,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
4209,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
8291,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0
3450,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,0
18402,1.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1
7085,0.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
18189,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1
11514,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
8309,1.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,0
5195,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
7985,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0
6176,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
10906,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0
6631,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
3260,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0
5736,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,0
15732,2.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,3.0,1
14350,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,1
14385,0.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,1
14132,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1
7461,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0
13635,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,1
9070,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
17163,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1
4215,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
17319,2.0,1.0,2.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,1
18502,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1
14900,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,1
17736,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,1
1039,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,0
8634,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
18516,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1
5786,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
11457,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
12619,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,1
12015,1.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,0
4634,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,0
2763,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0
1523,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,0
17313,3.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1
16979,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,1
5469,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,0
9548,1.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,2.0,0
12403,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,1
12049,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
16850,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1
429,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,0
3340,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
17228,1.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,3.0,1
4659,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
8933,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
18413,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1
16438,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1
1819,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,0
3339,1.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
4542,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0
16219,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,1
16005,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1
9881,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0
4438,1.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,2.0,0
3501,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
516,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
8074,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,0
1008,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,4.0,1.0,0
813,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0
8947,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
4786,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0
7785,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
10598,0.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,0
6123,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0
17321,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,1
8355,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
7325,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0
11847,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
18091,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,1
11052,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
15451,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1
12492,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,1
10422,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,0
1642,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
10570,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,0
10679,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
9981,0.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,0
17429,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1
17464,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1
14067,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1
2647,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0
7732,0.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,0
13149,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1
10038,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
2597,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0
13552,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,1
6072,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,0
14209,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,1
16665,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1
18865,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1
2925,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
14874,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1
3891,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
6509,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
7386,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
16552,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,1
9821,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
10625,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0
12671,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1
18730,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,1
10743,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
9919,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,3.0,0
12360,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1
8112,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
5882,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
3203,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,0.0,0
12346,1.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,3.0,1
12396,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1
7603,0.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0,3.0,0.0,0
1372,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,4.0,0.0,0
5036,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
11605,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
2901,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0
8204,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
6564,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0
2774,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,0.0,0
7900,0.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,0.0,2.0,0
4840,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0
8678,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0
1593,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
17663,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1
9271,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
16266,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1
8943,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
14025,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,1
13990,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,1
16825,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1
455,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,0
2521,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
16858,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1
7631,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
12625,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,1
11216,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0
14760,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1
3745,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,0
4896,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0
5549,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,0
12235,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0
2264,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,0
8329,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
4264,0.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
9899,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,0
10764,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
9320,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
46,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
17020,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1
17795,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,1
12158,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
883,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0
6755,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
16760,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,1
15564,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1
8751,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0
18644,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,1
13476,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1
4863,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0
10883,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0
742,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,3.0,0.0,0
15608,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1
8999,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0
4464,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
1038,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0
7762,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0
11957,1.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
15503,2.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,2.0,1
11078,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
4074,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
6388,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0
8574,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
12920,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1
2380,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
14810,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1
18627,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1
9842,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
4826,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
12084,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0
5856,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,0.0,2.0,0
13686,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1
14526,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1
15024,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1
677,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0
3068,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
17985,0.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1
12275,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,4.0,0.0,0
1014,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0
1152,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
9448,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
7803,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
433,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0
1106,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0
10477,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0
3562,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0
17976,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1
17283,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1
16152,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1
16655,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1
985,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0
17828,2.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1
2073,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
17112,2.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1
14141,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1
12727,0.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,1
17393,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,2.0,1
4747,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
7238,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,0
3879,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0
14564,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1
17226,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1
4317,0.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0
1350,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
3360,2.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,3.0,0
4959,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
15111,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1
17119,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,1
7953,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
13570,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,1
11110,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0
17578,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,1
10529,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
7261,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
18199,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,1
14263,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1
4331,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
16517,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1
15733,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1
11350,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
17449,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1
7460,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0
12609,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1
4661,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
3966,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
16608,0.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1
15135,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,1
15084,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,4.0,3.0,1
9688,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
15394,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1
1234,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
12389,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1
6621,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
900,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0
112,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
616,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
168,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
16085,1.0,1.0,3.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,1
12582,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1
2442,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
10118,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0
13037,1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1
13959,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,1
9630,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
11055,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0
2005,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0
1770,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0
2054,0.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,0
11993,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,0
15771,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1
18177,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1
4410,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,0
6760,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
15288,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1
9779,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
12407,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1
11409,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,0
4771,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
11763,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
217,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
5595,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
4246,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
16057,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1
2933,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
16304,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,1
10275,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0
14607,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1
13047,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1
10604,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
18470,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,1
15904,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1
16999,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,1
4046,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
4577,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
15449,0.0,0.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,1
3350,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
14521,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,1
5131,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
6817,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0
17950,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1
8247,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0
6041,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0
1797,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0
11749,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
7464,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0
10086,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,0
8049,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
11684,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
14866,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1
