,Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,target
2062,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2240,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
609,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0
737,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
1918,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1
473,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
774,4.0,4.0,3.0,4.0,2.0,4.0,2.0,0
74,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1869,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1
532,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2740,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1962,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2176,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
2198,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1
557,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
371,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3552,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1244,2.0,3.0,2.0,3.0,2.0,3.0,3.0,0
1893,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3004,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
569,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
741,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
236,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
965,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0
2374,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1
3051,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1
1749,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1
3623,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1
3778,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1
1262,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3779,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
2396,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
427,3.0,4.0,4.0,3.0,3.0,3.0,0.0,0
2925,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1
1957,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1
2743,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3647,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2628,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1
1873,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
1362,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
2862,2.0,2.0,2.0,2.0,3.0,2.0,0.0,1
1789,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1
2913,0.0,0.0,1.0,1.0,3.0,0.0,3.0,1
3567,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
4,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
1405,2.0,3.0,2.0,2.0,3.0,2.0,0.0,0
185,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
2331,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
671,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0
3694,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
448,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
3347,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1
2768,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1
1766,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1
819,2.0,2.0,3.0,2.0,4.0,2.0,2.0,0
83,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
3318,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1
1602,3.0,3.0,3.0,3.0,4.0,3.0,0.0,0
2287,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3031,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2432,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
308,1.0,2.0,1.0,2.0,3.0,1.0,4.0,0
843,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
1645,2.0,3.0,3.0,2.0,3.0,2.0,4.0,1
3180,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1
2928,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2341,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3480,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1
2613,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2053,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2092,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1
2289,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
2200,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
2919,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1
305,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0
1997,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2649,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1
674,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
1324,1.0,1.0,1.0,2.0,3.0,1.0,3.0,0
1613,3.0,4.0,3.0,2.0,4.0,3.0,1.0,0
2420,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1
1343,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
533,3.0,4.0,3.0,3.0,3.0,3.0,2.0,0
1246,2.0,3.0,2.0,3.0,3.0,2.0,3.0,0
235,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0
106,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
3467,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
2017,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1
2023,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
611,2.0,2.0,2.0,3.0,3.0,2.0,1.0,0
935,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0
2169,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
1703,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3053,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3319,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1
902,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0
969,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
2969,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3379,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
3806,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1
2620,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1
1985,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1
426,2.0,3.0,3.0,3.0,3.0,3.0,4.0,0
3175,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1
2655,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
602,2.0,3.0,3.0,2.0,3.0,2.0,4.0,0
3308,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
2153,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
3194,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1
625,3.0,4.0,3.0,4.0,3.0,3.0,3.0,0
3689,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1239,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
1331,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
2425,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1
172,4.0,4.0,4.0,4.0,3.0,4.0,1.0,0
203,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0
1011,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
2592,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1
2413,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
549,3.0,4.0,3.0,3.0,4.0,3.0,3.0,0
3309,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1
2841,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1
1096,2.0,3.0,3.0,1.0,4.0,2.0,0.0,0
3368,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
396,1.0,1.0,2.0,0.0,4.0,1.0,1.0,0
93,3.0,3.0,2.0,3.0,3.0,3.0,2.0,0
3458,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
3049,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
2945,2.0,2.0,2.0,1.0,4.0,2.0,3.0,1
1975,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
2337,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1
537,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
3736,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
3425,1.0,2.0,2.0,2.0,3.0,1.0,0.0,1
2403,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
2280,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1
2637,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1
1235,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
2449,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
3164,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3669,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1
3520,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1
3512,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
859,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
1874,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1
1168,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0
584,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1029,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2724,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
289,2.0,3.0,2.0,3.0,3.0,2.0,3.0,0
2262,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2769,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1
2356,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1
3518,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1
2982,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1
3075,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
945,2.0,3.0,2.0,2.0,3.0,2.0,0.0,0
3770,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1
275,3.0,4.0,4.0,3.0,4.0,3.0,0.0,0
2605,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
476,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
1398,2.0,3.0,2.0,2.0,3.0,2.0,0.0,0
3204,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2479,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
2854,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1
826,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
2355,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1
2102,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
3755,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2189,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
3440,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1636,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
3456,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2583,0.0,1.0,1.0,1.0,3.0,0.0,2.0,1
3211,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
412,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0
3472,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
1080,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
912,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0
1242,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
3728,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2471,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
3269,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3532,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1
3181,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
1611,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0
3059,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1
3506,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
2064,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1
113,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
614,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
18,2.0,3.0,3.0,2.0,4.0,2.0,1.0,0
2535,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
581,3.0,3.0,2.0,3.0,3.0,3.0,2.0,0
656,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
443,2.0,3.0,3.0,2.0,4.0,2.0,2.0,0
554,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1983,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2362,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1
2514,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1913,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1
2115,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1
2395,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
3418,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1
578,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0
1200,3.0,4.0,3.0,3.0,3.0,3.0,2.0,0
3422,2.0,2.0,1.0,3.0,1.0,2.0,4.0,1
2878,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
2364,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1
664,2.0,3.0,2.0,3.0,3.0,2.0,3.0,0
2077,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1
1197,4.0,4.0,4.0,3.0,3.0,4.0,1.0,0
3060,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1
3622,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
858,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
1996,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
799,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0
2736,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1
442,2.0,3.0,3.0,1.0,4.0,2.0,1.0,0
2915,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1208,3.0,4.0,4.0,3.0,4.0,3.0,4.0,0
228,3.0,4.0,4.0,3.0,4.0,3.0,0.0,0
16,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
3646,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1
1984,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3769,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2246,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2962,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
525,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3468,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1
3394,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1
2623,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
3232,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1
3145,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1
1010,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
3231,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1
1359,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
332,2.0,3.0,3.0,3.0,3.0,2.0,3.0,0
3306,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
3595,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1258,2.0,3.0,3.0,2.0,4.0,2.0,4.0,0
3548,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1009,1.0,2.0,2.0,1.0,4.0,1.0,2.0,0
2190,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
2574,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
1566,1.0,2.0,2.0,2.0,3.0,2.0,0.0,0
1270,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
661,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2238,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1
274,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0
3538,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
862,2.0,3.0,3.0,3.0,3.0,2.0,2.0,0
813,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
3766,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1
2011,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
846,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1809,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1
2226,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1
3696,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1
1863,0.0,0.0,1.0,1.0,3.0,0.0,3.0,1
505,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
786,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
362,3.0,4.0,3.0,3.0,3.0,3.0,2.0,0
892,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
2183,1.0,1.0,0.0,3.0,1.0,1.0,2.0,1
335,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
2181,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1
226,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0
3074,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
1747,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1139,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
3092,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1
3138,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
92,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
3687,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2528,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1
222,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
2533,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1
354,3.0,4.0,3.0,3.0,3.0,3.0,2.0,0
2082,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1
1804,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
3299,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1
304,3.0,4.0,3.0,3.0,3.0,3.0,2.0,0
350,2.0,3.0,3.0,2.0,3.0,3.0,1.0,0
184,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0
2721,1.0,1.0,0.0,3.0,0.0,1.0,4.0,1
1022,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
1502,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0
900,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
757,3.0,3.0,3.0,2.0,4.0,3.0,2.0,0
329,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
2122,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
2550,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
376,2.0,3.0,3.0,1.0,4.0,2.0,0.0,0
962,2.0,3.0,4.0,2.0,4.0,3.0,0.0,0
3363,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1
245,2.0,3.0,3.0,3.0,3.0,2.0,2.0,0
1769,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3446,3.0,2.0,2.0,4.0,2.0,3.0,1.0,1
3476,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
2418,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1
1623,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0
3597,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
937,2.0,3.0,3.0,2.0,4.0,2.0,3.0,0
1640,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
3791,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
1655,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
822,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0
3104,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
2232,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3760,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
444,2.0,3.0,2.0,3.0,3.0,2.0,0.0,0
2197,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1
768,3.0,4.0,4.0,3.0,4.0,3.0,0.0,0
2464,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
1677,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1030,2.0,3.0,2.0,3.0,3.0,2.0,3.0,0
2662,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1421,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
357,4.0,4.0,4.0,4.0,3.0,4.0,1.0,0
2792,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
255,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
3635,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
827,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
545,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0
1607,1.0,1.0,1.0,2.0,3.0,1.0,3.0,0
2642,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1
31,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0
2330,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
583,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
617,2.0,3.0,2.0,3.0,3.0,3.0,2.0,0
3751,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1706,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
3714,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1
3401,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1
33,1.0,2.0,2.0,1.0,4.0,1.0,3.0,0
1447,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0
879,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0
881,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
1113,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1816,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
322,2.0,3.0,3.0,3.0,3.0,3.0,4.0,0
3057,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
338,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
2703,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
3288,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
1552,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
1466,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1666,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1
204,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
2070,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2000,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
409,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
2409,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
2911,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1195,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1696,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
869,3.0,4.0,4.0,2.0,4.0,3.0,0.0,0
1310,1.0,2.0,2.0,2.0,3.0,2.0,1.0,0
694,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0
440,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0
977,2.0,3.0,2.0,3.0,3.0,2.0,0.0,0
215,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0
752,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
2141,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
2286,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2052,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
2684,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1
2918,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
1925,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
1961,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
1733,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3613,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
3582,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
585,3.0,4.0,3.0,3.0,3.0,4.0,4.0,0
2305,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1
818,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
270,3.0,3.0,3.0,2.0,3.0,3.0,2.0,0
3001,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1
2629,0.0,0.0,0.0,1.0,3.0,0.0,4.0,1
1711,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1
3079,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1582,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
133,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
668,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0
29,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
3675,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
890,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
1432,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
2987,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1311,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2111,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
513,2.0,3.0,2.0,3.0,3.0,2.0,2.0,0
3370,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
906,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
2765,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
220,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
3720,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1
158,2.0,3.0,2.0,3.0,3.0,2.0,2.0,0
2058,1.0,2.0,2.0,2.0,3.0,1.0,0.0,1
3326,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1419,3.0,4.0,4.0,3.0,3.0,4.0,2.0,0
809,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
249,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2148,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
3365,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2080,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
75,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0
3084,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2380,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
2163,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1
3100,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
2566,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3268,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
2444,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1
2747,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1458,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
2105,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1660,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
943,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
3801,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1659,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
1313,2.0,4.0,3.0,2.0,4.0,3.0,0.0,0
3621,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1
2085,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
1548,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0
